acc_acrossUser,alpha,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,comm_1,comm_2,comm_3,comm_4,comm_5,comm_6,difficult_1,difficult_2,difficult_3,difficult_4,difficult_5,difficult_6,ground_1,ground_2,ground_3,ground_4,ground_5,ground_6,id,multiple_user,voteHard_1,voteHard_2,voteHard_3,voteHard_4,voteHard_5,voteHard_6
"[5, 6, 12]",0.057142857,0,1,1,1,1,0,i feel difficult,some difficult,i feel easy,i feel difficult,some difficult,i feel difficult,68,50,35,50,67,76,Yes,No,Yes,No,Yes,No,CCPL0000y4,1,0,0,0,0,0,1
"[8, 10, 18]",-0.222222222,0,0,0,0,0,0,no video,no video,no video,no video,no video,no video,50,50,50,50,50,50,Yes,No,Yes,No,No,Yes,CCPL0000zj,1,1,1,0,0,1,0
"[8, 10, 18]",0.3125,0,0,1,0,0,0,It is really difficult,I didn't see the face it is difficult to choose,I felt it is easy by seeing the back,It is very easy because this video is the same video of the example,really it is difficult,I felt is easy,81,75,50,19,81,65,Yes,No,Yes,No,No,Yes,CCPL0000zj,1,1,1,0,0,1,0
"[8, 10, 18]",-0.222222222,0,0,0,0,0,0,easy,easy,easy,easy,easy,easy,35,48,45,57,45,40,Yes,No,Yes,No,No,Yes,CCPL0000zj,1,1,1,0,0,1,0
"[5, 5, 12]",-0.375,1,0,1,1,1,1,I FEEL DIFFICULT,I FEEL DIFFICULT,I FEEL DIFFICULT,i feel difficult,i feel difficult,i feel difficult,50,50,50,50,50,50,No,Yes,Yes,Yes,No,No,CCPL0000zq,1,0,0,0,0,0,0
"[5, 5, 12]",-0.222222222,1,1,1,1,1,1,BECAUSE NICE,I FEEL NICE,I FEEL OK,NICE,YES,I FEEL NICE,30,35,32,50,50,38,No,Yes,Yes,Yes,No,No,CCPL0000zq,1,0,0,0,0,0,0
"[9, 12, 18]",0.057142857,0,0,1,0,0,1,"I want to say it is him, but I don't have a clear view.","The first one might be him, but he goes by too fast so I lean more towards it not being him.",Caruso seems like a pretty relaxed chimpanzee and the mannerisms here are most likely him.,The coloring on Caruso's mouth seems darker than this chimpanzee.,"This chimpanzee's face seems a little flatter than Caruso's, although I can only see its face for a brief moment.","The face looks similar to Caruso's, although not 100% certain.",73,78,33,23,78,50,No,Yes,Yes,Yes,No,No,CCPL0000zz,1,2,0,0,0,1,1
"[9, 12, 18]",1,0,1,1,1,0,0,He's a sweet little guy,They seem to know what they doing,He looks like he's up to something.,he could knock you out with ease.,he seem like a nice little guy just searching for his family.,don't know what they up to.,1,4,61,78,18,76,No,Yes,Yes,Yes,No,No,CCPL0000zz,1,2,0,0,0,1,1
"[9, 12, 18]",-0.222222222,1,1,1,1,1,1,difficult,easy,easy,difficult,difficult,easy,82,19,25,75,76,30,No,Yes,Yes,Yes,No,No,CCPL0000zz,1,2,0,0,0,1,1
"[12, 12, 18]",-0.222222222,1,1,1,1,1,1,easy,easy,easy,easy,easy,easy,22,19,17,36,26,26,Yes,No,Yes,Yes,No,No,CCPL00010b,1,0,0,0,0,0,0
"[12, 12, 18]",-0.222222222,1,1,1,1,1,1,yes,yes,yes,yes,yes,yes,64,70,68,70,73,65,Yes,No,Yes,Yes,No,No,CCPL00010b,1,0,0,0,0,0,0
"[12, 12, 18]",1,1,0,1,1,0,0,The monkey was eating in the first video given,the large tree presence,The monkey was eating in the first video given,the human present in the background,In the sample I saw the animal rubbing it body,The same video scene as Video 5,3,15,5,5,44,8,Yes,No,Yes,Yes,No,No,CCPL00010b,1,0,0,0,0,0,0
"[8, 8, 18]",-0.222222222,1,1,1,1,1,1,easy,easy,easy,easy,easy,easy,12,9,24,26,32,7,No,No,Yes,No,Yes,Yes,CCPL00010x,1,0,0,1,0,0,0
"[8, 8, 18]",-0.222222222,1,1,1,1,1,1,EASY,DIFFICULT,EAS6Y,EASY,EASY,EASY,29,78,89,21,27,13,No,No,Yes,No,Yes,Yes,CCPL00010x,1,0,0,1,0,0,0
"[8, 8, 18]",-0.375,1,1,0,1,1,1,easy,Very good.,difficult.,This is really amazing.,Easy.,This is amazing.,12,15,100,12,6,14,No,No,Yes,No,Yes,Yes,CCPL00010x,1,0,0,1,0,0,0
"[12, 12, 18]",-0.222222222,1,1,1,1,1,1,easy,easy,easy,easy,easy,easy,20,34,28,35,38,31,Yes,Yes,Yes,No,No,No,CCPL000116,1,0,0,0,0,0,0
"[12, 12, 18]",-0.222222222,1,1,1,1,1,1,DIFFICULTY,EASY,EASY,DIFFICULTY,EASY,EASY,89,16,24,88,18,20,Yes,Yes,Yes,No,No,No,CCPL000116,1,0,0,0,0,0,0
"[12, 12, 18]",1,1,1,1,0,0,0,I FEEL EASY BECAUSE I SAW THE ROWAN,I FEEL EASY BECAUSE I SAW THE ROWAN,I FEEL EASY BECAUSE I SAW THE ROWAN,I FEEL DIFFICULT BECAUSE I CAN'T SEE ROWAN,I FEEL DIFFICULT BECAUSE I CAN'T SEE ROWAN,I FEEL DIFFICULT BECAUSE I CAN'T SEE ROWAN,33,36,37,61,61,62,Yes,Yes,Yes,No,No,No,CCPL000116,1,0,0,0,0,0,0
"[12, 13, 18]",0.388888889,1,1,1,0,0,0,i feel easy because i saw the blitz,i feel easy because i saw the blitz,i feel easy because i saw the blitz,i feel difficult because i can't see blitz,i feel difficult because i can't see blitz,i feel difficult because i can't see blitz,30,39,40,61,63,63,Yes,No,Yes,No,Yes,No,CCPL000117,1,0,0,0,1,0,0
"[12, 13, 18]",-0.222222222,1,1,1,1,1,1,blitz is  clearly identify,blitz is clearly identify,blitz is  not clearly,blitz is very  Cleary identify,blitz is not Cleary,blitz is clear identify,16,15,14,1,19,4,Yes,No,Yes,No,Yes,No,CCPL000117,1,0,0,0,1,0,0
"[12, 13, 18]",1,1,0,1,0,1,0,I feel difficult because it would be differ from example video.,It would be easy to recognize,Which  has more similarity from example,It was more difficult to find,It has more similarity,It has more object than referred one.,78,20,20,97,30,79,Yes,No,Yes,No,Yes,No,CCPL000117,1,0,0,0,1,0,0
"[12, 13, 18]",-0.222222222,1,1,1,1,1,1,easy,good,easy,easy,easy,easy,17,23,20,25,19,26,No,Yes,No,Yes,Yes,No,CCPL00011a,1,0,0,0,0,0,1
"[12, 13, 18]",0.685714286,1,1,0,1,1,0,EASY,EASY,DIFFICULT,EASY,EASY,DIFFICULT,1,1,100,50,1,50,No,Yes,No,Yes,Yes,No,CCPL00011a,1,0,0,0,0,0,1
"[12, 13, 18]",0.685714286,0,1,0,1,0,0,difficulty,easy,difficulty,easy,difficulty,difficulty,70,29,71,32,77,90,No,Yes,No,Yes,Yes,No,CCPL00011a,1,0,0,0,0,0,1
"[5, 5, 12]",-0.222222222,1,1,1,1,1,1,Easy,Easy,Easy,Easy,Easy,Easy,9,8,12,19,8,22,No,Yes,No,No,Yes,Yes,CCPL00011i,1,0,0,0,0,0,0
"[5, 5, 12]",-0.375,1,1,1,1,0,1,easy,easy,some time difficult,easy,difficult not related,easy,25,4,61,20,91,5,No,Yes,No,No,Yes,Yes,CCPL00011i,1,0,0,0,0,0,0
"[11, 11, 18]",0.388888889,1,1,1,0,0,0,i feel easy because i saw the tink,i feel easy because i saw the tink,i feel easy because i saw the tink,i feel difficult because i can't see tink,i feel difficult because i can't see tink,i feel difficult because i can't see tink,48,11,21,74,78,70,No,Yes,Yes,Yes,No,No,CCPL00011j,1,0,0,0,0,0,0
"[11, 11, 18]",-0.222222222,1,1,1,1,1,1,Easy,Good,Easy,Easy,Easy,Easy,16,19,19,17,15,13,No,Yes,Yes,Yes,No,No,CCPL00011j,1,0,0,0,0,0,0
"[11, 11, 18]",0.388888889,1,1,1,0,0,0,i feel easy because i saw the tink,i feel easy because i saw the tink,i feel easy because i saw the tink,i feel difficult because i can't see the tink,i feel difficult because i can't see the tink,i feel difficult because i can't see the tink,15,18,19,74,73,85,No,Yes,Yes,Yes,No,No,CCPL00011j,1,0,0,0,0,0,0
"[3, 3, 12]",0.057142857,0,1,0,1,0,1,the video is clear so it makes me easy to determine,it clear that there is freddy,this video is not much clear,this video is simply straight forward that there is freddy,this video is not much clear,the video is clear to identify,59,29,55,50,50,40,No,Yes,Yes,No,No,No,CCPL00012d,1,0,0,0,0,0,0
"[3, 3, 12]",-0.1,0,0,0,0,0,0,difficult to find out,hard to find it,the video was not loading,not loading,hard to identify,video is not loading,50,50,50,50,50,50,No,Yes,Yes,No,No,No,CCPL00012d,1,0,0,0,0,0,0
"[8, 9, 18]",-0.222222222,1,1,1,0,0,0,I FEEL EASY BECAUSE I SAW THE PENELOPE,I FEEL EASY BECAUSE I SAW THE PENELOPE,I FEEL EASY BECAUSE I SAW THE PENELOPE,I FEEL DIFFICULT BECAUSE I AM NOT SAW THE PENELOPE,I FEEL DIFFICULT BECAUSE I AM NOT SAW THE PENELOPE,I FEEL DIFFICULT BECAUSE I AM NOT SAW THE PENELOPE,30,28,15,76,84,79,No,No,Yes,Yes,No,Yes,CCPL00012f,1,1,0,0,0,0,1
"[8, 9, 18]",-0.222222222,1,1,1,1,1,1,NICE,NICE,NICE,NICE,NICE,NICE,5,1,1,1,8,1,No,No,Yes,Yes,No,Yes,CCPL00012f,1,1,0,0,0,0,1
"[8, 9, 18]",0.388888889,0,0,1,1,1,0,I feel difficult because I couldn't see it's face.,I can find it easy by seeing their appearance.,It's easy because it matches with the example of the animal.,I see this video on example section.,Because it's matches with the example of the animal.,I'm just not sure.,88,29,21,8,19,65,No,No,Yes,Yes,No,Yes,CCPL00012f,1,1,0,0,0,0,1
"[7, 8, 18]",-0.375,0,1,1,1,1,1,video is very clear and easy to find,video is very clear and easy to find,video is very clear and easy to find,video is very clear and easy to find,video is very clear and easy to find,video is very clear and easy to find,5,7,6,5,7,5,Yes,Yes,No,Yes,No,No,CCPL000134,1,0,1,0,0,1,0
"[7, 8, 18]",-0.222222222,0,0,0,0,0,0,I do not see a chimp in this video?!?,I feel it's difficult because in 2 of the 3 example videos multiple chimps are shown,I feel easy because the face does not look similar,I feel easy because this chimp looks too young / slim.,This is difficult because the chimp in this video looks large and quite similar to Nuka-Taka,I feel easy because this chimp looks too small to be Nuka-Taka,6,85,32,38,74,25,Yes,Yes,No,Yes,No,No,CCPL000134,1,0,1,0,0,1,0
"[7, 8, 18]",-0.222222222,1,1,1,1,1,1,I feel easy,easy,easy,easy,easy,easy,25,22,20,29,15,36,Yes,Yes,No,Yes,No,No,CCPL000134,1,0,1,0,0,1,0
"[10, 12, 18]",0.685714286,1,0,0,1,0,0,i feel little bit easy,face not showed,i feel very easy,i feel very easy,i feel easy,i feel difficult,36,33,16,32,32,83,Yes,No,Yes,Yes,No,No,CCPL000144,1,0,1,0,0,0,1
"[10, 12, 18]",0.3125,0,0,1,0,0,0,EASY,EASY,EASY,EASY,EASY,EASY,72,65,72,70,71,68,Yes,No,Yes,Yes,No,No,CCPL000144,1,0,1,0,0,0,1
"[10, 12, 18]",-0.222222222,1,1,1,1,1,1,easy,easy,easy,easy,easy,easy,1,1,1,1,1,1,Yes,No,Yes,Yes,No,No,CCPL000144,1,0,1,0,0,0,1
"[8, 9, 18]",-0.222222222,1,1,1,0,0,0,i feel easy because i saw the Magnus,i feel easy because i saw the Magnus,i feel easy because i saw the Magnus,i feel difficult because i can't to see the  Magnus,i feel difficult because i can't to see the  Magnus,i feel difficult because i can't to see the  Magnus,30,36,50,65,50,50,Yes,No,No,No,Yes,Yes,CCPL000151,1,0,1,0,0,0,0
"[8, 9, 18]",0.057142857,0,0,1,1,1,1,This video look like an not magnus so i  prefer this is not magnus.,This video look like an non magnus so i detect this is not magnus,This is look like an magnus and it is easy to identify.,it is easy to identify the magnus,it is very difficult to identify,this video is look like an magnus,12,15,15,8,87,16,Yes,No,No,No,Yes,Yes,CCPL000151,1,0,1,0,0,0,0
"[8, 9, 18]",0.388888889,0,0,1,0,1,1,I couldn't see his face so it's difficult to determine for sure.,I feel it's difficult because I'm not sure which one I'm supposed to be looking at.,I feel it's difficult but I would guess it is Magnus because of the darker color.,I feel difficult because I can't see it's face but I guessed no because it moved slower than the Magnus videos.,I feel difficult but I guessed it's Magnus because of the color and quickness.,I feel difficult because I can't be sure but I voted for it being Magnus because he moved quickly.,100,100,100,100,100,100,Yes,No,No,No,Yes,Yes,CCPL000151,1,0,1,0,0,0,0
"[7, 7, 12]",-0.222222222,1,1,1,1,1,1,i feel difficult,i feel difficult,i feel difficult,i feel difficult,i feel difficult,i feel difficult,50,50,50,50,50,50,Yes,Yes,Yes,No,No,No,CCPL00015a,1,0,0,0,0,0,0
"[7, 7, 12]",0.388888889,1,1,0,0,0,1,This video is look like shugi,it is easy to identify this is shugi,i thing it is not shugi,This video is look like not shugi,very easy to identify it is not shugi,easy to understand it is shugi,50,2,50,19,8,23,Yes,Yes,Yes,No,No,No,CCPL00015a,1,0,0,0,0,0,0
"[10, 12, 18]",1,0,0,1,1,1,0,difficult,Its very difficult,I feel this is very easy because i found Ussuri presented in this video,Very easy to find,I feel easy because i found at a fraction of time,Hard to find which one category,71,94,10,14,3,87,No,No,Yes,Yes,Yes,No,CCPL00015k,1,0,1,0,0,0,1
"[10, 12, 18]",-0.222222222,1,1,1,1,1,1,I  Fell easy.,I Fell easy,I fell easy.,I Fell easy.,I Fell easy.,I Fell easy.,16,25,21,23,20,12,No,No,Yes,Yes,Yes,No,CCPL00015k,1,0,1,0,0,0,1
"[10, 12, 18]",-0.222222222,1,1,1,1,1,1,very clearly,its an animal,its is an animal,very difficult to find,very easy,hard to find,23,36,27,64,36,50,No,No,Yes,Yes,Yes,No,CCPL00015k,1,0,1,0,0,0,1
"[10, 10, 18]",0.057142857,0,1,0,1,1,1,i feel difficult because the look similar,I feel difficult because they look similar,I feel difficult because they look similar,I feel difficult because they look similar,I feel difficult because they look similar,I feel difficult because they look similar,81,88,79,84,79,71,No,Yes,Yes,No,No,Yes,CCPL00015r,1,0,0,0,0,0,0
"[10, 10, 18]",-0.222222222,1,1,1,1,1,1,SAFE,EASY,DIFFICULT,DIFFICULT,DIFFICULT,EASY,33,31,81,78,80,17,No,Yes,Yes,No,No,Yes,CCPL00015r,1,0,0,0,0,0,0
"[10, 10, 18]",0.388888889,1,1,1,0,0,0,i feel easy i saw the  clarice,i feel easy because i saw the clarice,i feel easy beacauce i saw the clarice,i feel easy because i can's to see the clarice,i feel easy because i can's to see the clarice,i feel easy because i can's to see the clarice,30,33,32,26,38,50,No,Yes,Yes,No,No,Yes,CCPL00015r,1,0,0,0,0,0,0
"[7, 8, 12]",1,1,0,0,0,1,1,"Same setting as the videos, it can be Phoebe",It's not Phoebe,Nothing can be seen,Doesn't look like Phoebe,"B&W makes it difficult, but it's Phoebe",It's kinda easy to spot Phoebe,70,20,100,20,60,25,Yes,No,No,No,Yes,Yes,CCPL00015x,1,0,0,1,0,0,0
"[7, 8, 12]",-0.222222222,1,1,1,0,0,0,i feel easy because i see the phoebe,i feel easy because i see the phoebe,i feel easy because i see the phoebe,i feel difficult because i can't see the phoebe,i feel difficult because i can't see the phoebe,i feel difficult because i can't see the phoebe,8,11,9,81,80,85,Yes,No,No,No,Yes,Yes,CCPL00015x,1,0,0,1,0,0,0
"[9, 9, 18]",-0.375,1,1,0,1,1,1,easy,easy,difficult,easy,This is amazing.,Really good.,15,18,100,18,11,17,No,No,Yes,No,Yes,Yes,CCPL000180,1,0,0,1,0,0,0
"[9, 9, 18]",-0.222222222,1,1,1,1,1,1,YES,YES,YES,YES,YES,YES,50,64,50,72,2,5,No,No,Yes,No,Yes,Yes,CCPL000180,1,0,0,1,0,0,0
"[9, 9, 18]",0.3125,1,0,1,1,1,1,I feel  easy  because they are walking in the jangle,I feel difficult because there are no gaia present,I feel easy because the Gaia is playing,I feel easy because the GAIA IS WALKING,I feel easy because the Gaia is playing,I feel easy because they are playing,50,50,20,12,19,11,No,No,Yes,No,Yes,Yes,CCPL000180,1,0,0,1,0,0,0
"[7, 7, 18]",0.3125,1,1,1,1,0,1,i feel easy,i feel difficult,i feel easy,i feel difficult,i feel easy,i feel difficult,35,63,27,33,29,77,No,No,Yes,Yes,No,Yes,CCPL00018a,1,0,0,0,0,0,0
"[7, 7, 18]",0.057142857,0,1,1,1,1,0,I felt easy because it is slightly like the example video,I felt  little bit easy by seeing the back,It is slightly easy,I feel it is difficult because the face is doesn't clear,by seeing the face,it doesn't clear,50,31,50,78,30,71,No,No,Yes,Yes,No,Yes,CCPL00018a,1,0,0,0,0,0,0
"[7, 7, 18]",-0.571428571,1,1,0,1,1,0,The Marini is shown in the video,I  identify the Marini is very easy,The video is not in the Manini but it is very difficult,The video is not shown and just pass a way,The video shown the happy moment of Marini,The Marini is not in clear,11,11,33,36,14,26,No,No,Yes,Yes,No,Yes,CCPL00018a,1,0,0,0,0,0,0
"[9, 10, 18]",-0.375,1,1,1,1,0,1,it is easy to find,I found it using its body structure,but this video is blurry,near the camera,it turned,but video is blurry,22,1,23,1,68,14,No,Yes,No,No,Yes,Yes,CCPL0001b5,1,0,0,1,0,0,0
"[9, 10, 18]",-0.222222222,1,1,1,1,1,1,yes,yes,yes,yes,yes,yes,69,82,84,74,79,77,No,Yes,No,No,Yes,Yes,CCPL0001b5,1,0,0,1,0,0,0
"[9, 10, 18]",0.685714286,1,1,0,0,1,1,Easy to find,Easy to find in that video,Very difficult to find,I feel easy,I feel very easy to find Katie is presented in that video,Its very easy,19,23,80,46,10,39,No,Yes,No,No,Yes,Yes,CCPL0001b5,1,0,0,1,0,0,0
"[3, 4, 18]",-0.571428571,1,0,0,1,1,1,some diffcult,its very diffcult,its some diffcult,its very diffcult,its diffcult,its very diffcult,75,82,85,81,84,90,No,Yes,Yes,No,Yes,No,CCPL0001d1,1,0,0,0,0,0,1
"[3, 4, 18]",-0.571428571,1,0,0,1,0,0,EASY,EASY,I FEEL DIFFICULT,QUITE DIFFICULT,I FEEL DIFFICULT,I FEEL DIFFICULT,50,50,50,62,86,100,No,Yes,Yes,No,Yes,No,CCPL0001d1,1,0,0,0,0,0,1
"[3, 4, 18]",-0.222222222,0,0,1,1,0,1,The animal does not look like Yakini,It was easy because there was no Yakini present in the video,The video show a clear video of the animal Yakini.,Because the video clearly shows it is Yakini,The animal does not look like Yakini,The video clearly shows the animal Yakini,2,5,1,1,68,1,No,Yes,Yes,No,Yes,No,CCPL0001d1,1,0,0,0,0,0,1
"[8, 8, 18]",-0.222222222,1,1,1,0,0,0,I FEEL EASY BECAUSE I SAW THE JACKO,I FEEL EASY BECAUSE I SAW THE JACKO,I FEEL EASY BECAUSE I SAW THE JACKO,I FEEL DIFFICULT BECAUSE I AM NOT SAW THE JACKO,I FEEL DIFFICULT BECAUSE I AM NOT SAW THE JACKO,I FEEL DIFFICULT BECAUSE I AM NOT SAW THE JACKO,23,28,26,78,73,80,No,Yes,No,No,Yes,Yes,CCPL0001d3,1,0,0,0,0,0,0
"[8, 8, 18]",-0.222222222,1,1,1,1,1,1,no difficult,easy,no,easy,difficulty,easy,78,63,82,12,84,71,No,Yes,No,No,Yes,Yes,CCPL0001d3,1,0,0,0,0,0,0
"[8, 8, 18]",-0.222222222,1,1,1,1,1,1,good,bad,nice,super,bad,nice,88,50,64,60,76,71,No,Yes,No,No,Yes,Yes,CCPL0001d3,1,0,0,0,0,0,0
"[8, 10, 18]",0.057142857,1,0,0,0,1,0,easy,difficult,difficult,difficult,difficult,easy,1,1,100,100,87,100,No,No,Yes,Yes,Yes,No,CCPL0001dt,1,1,1,0,0,1,1
"[8, 10, 18]",-0.222222222,1,1,1,1,1,1,na,na,na,na,na,na,70,74,60,87,67,50,No,No,Yes,Yes,Yes,No,CCPL0001dt,1,1,1,0,0,1,1
"[8, 10, 18]",0.3125,0,0,0,1,0,0,i feel difficult,i feel difficult because this is not clearly face showed,it is little bit easy,i feel easy,it is little difficult,i feel it is very difficult,76,83,23,26,69,71,No,No,Yes,Yes,Yes,No,CCPL0001dt,1,1,1,0,0,1,1
"[11, 12, 18]",0.388888889,1,1,1,0,0,0,i feel easy because i can see the paddy,i feel easy because i can see the paddy,i feel easy because i can see the paddy,i feel difficult because i can't see the paddy,i feel difficult because i can't see the paddy,i feel difficult because i can't see the paddy,11,11,22,84,74,78,Yes,No,Yes,Yes,No,No,CCPL0001e5,1,0,0,0,0,1,0
"[11, 12, 18]",-0.222222222,1,1,1,1,1,1,nice,super,good,nice,nice,bad,50,63,62,62,60,50,Yes,No,Yes,Yes,No,No,CCPL0001e5,1,0,0,0,0,1,0
"[11, 12, 18]",0.685714286,1,1,1,1,0,0,i feel very easy to find,I feel little bit easy to find,Very easy to find Paddy is presented in that video,I feel easy because example video is more useful to find,Hard to say,I feel easy to find because this is not Paddy action.,9,50,1,33,76,50,Yes,No,Yes,Yes,No,No,CCPL0001e5,1,0,0,0,0,1,0
"[8, 8, 12]",0.3125,1,0,0,0,0,0,i felt easy because that face is in white,I felt little bit easy,It is  easy to choose by seeing the face,it is easy to face because of seeing the face,it is little bit difficult,It is slightly easy because i felt it is like an example,20,36,64,19,50,50,Yes,No,Yes,No,Yes,No,CCPL0001fc,1,0,0,0,0,0,0
"[8, 8, 12]",0.3125,1,1,1,1,1,0,NONE,NONE,NONE,NONE,NONE,NONE,36,69,50,69,50,50,Yes,No,Yes,No,Yes,No,CCPL0001fc,1,0,0,0,0,0,0
"[9, 9, 12]",1,0,1,0,0,1,1,difficult,easy,easy,easy,easy,easy,85,20,20,29,26,9,No,Yes,No,No,Yes,Yes,CCPL0001fp,1,0,0,0,0,0,0
"[9, 9, 12]",-0.222222222,1,1,1,1,1,1,na,na,na,na,na,na,77,75,80,66,78,69,No,Yes,No,No,Yes,Yes,CCPL0001fp,1,0,0,0,0,0,0
"[10, 10, 18]",-0.222222222,1,1,1,1,1,1,easy,easy,easy,easy,easy,easy,13,19,14,23,24,7,No,Yes,Yes,Yes,No,No,CCPL0001fy,1,0,0,0,0,0,0
"[10, 10, 18]",0.057142857,1,0,1,1,0,1,EASY,DIFFICULT,EASY,EASY,EASY,EASY,41,58,34,33,35,28,No,Yes,Yes,Yes,No,No,CCPL0001fy,1,0,0,0,0,0,0
"[10, 10, 18]",0.3125,0,0,1,0,0,0,easy,easy,easy,easy,easy,easy,24,22,22,15,23,23,No,Yes,Yes,Yes,No,No,CCPL0001fy,1,0,0,0,0,0,0
"[9, 10, 18]",0.388888889,1,0,0,1,1,0,I feel easy because I saw this kind of animal on the sample videos.,I feel easy because we can compare the animals image with sample images,I feel easy because clearly saw that animal face,I feel easy because of the sample videos,I feel easy because of the sample videos.,I feel difficult because it didn't show it fully.,51,50,50,50,50,71,Yes,No,Yes,Yes,No,No,CCPL0001g1,1,0,0,0,0,0,1
"[9, 10, 18]",0.057142857,1,0,0,1,1,1,EASY,EASY,DIFFICULT,DIFFICULT,EASY,EASY,89,87,74,74,31,89,Yes,No,Yes,Yes,No,No,CCPL0001g1,1,0,0,0,0,0,1
"[9, 10, 18]",0.388888889,1,0,0,1,1,0,easy,difficult,easy,easy,easy,easy,1,100,1,1,1,1,Yes,No,Yes,Yes,No,No,CCPL0001g1,1,0,0,0,0,0,1
"[10, 10, 18]",-0.222222222,0,1,1,1,0,0,I FEEL DIFFICULT BECAUSE THE VIDEO IS BLURRY,EASY BEACUSE THEY ARE EASY TO FIND,EASY BEACUSE IT IS EASY TO FIND,EASY BEACUSE THEY ARE EASY TO FIND,DIFFICULT,DIIFCULT,75,50,8,15,75,72,Yes,No,Yes,No,No,Yes,CCPL0001g5,1,0,0,0,0,0,0
"[10, 10, 18]",0.3125,1,1,1,0,1,1,easy,easy,easy,easy,easy,easy,57,50,55,50,50,50,Yes,No,Yes,No,No,Yes,CCPL0001g5,1,0,0,0,0,0,0
"[10, 10, 18]",0.388888889,1,1,1,0,0,0,i feel easy because i saw the akilah,i feel easy because i saw the akilah,i feel easy because i saw the akilah,i feel  difficult because i can't see the akilah,i feel  difficult because i can't see the akilah,i feel  difficult because i can't see the akilah,28,38,33,69,68,61,Yes,No,Yes,No,No,Yes,CCPL0001g5,1,0,0,0,0,0,0
"[5, 5, 12]",-0.571428571,1,1,0,0,0,0,good,good,nice,good,nice,good,68,70,73,73,78,87,No,No,Yes,Yes,No,Yes,CCPL0001g6,1,0,0,0,0,0,1
"[5, 5, 12]",0.3125,0,0,0,0,0,1,Saw the color lit bit different,all are same like the camera video,have some change the color,same video same color,get some vivie there,Its full vivie,35,1,1,1,41,1,No,No,Yes,Yes,No,Yes,CCPL0001g6,1,0,0,0,0,0,1
"[6, 6, 12]",-0.222222222,1,1,1,1,1,1,good,nice,good,super,bad,super,66,70,64,66,73,66,No,Yes,No,No,Yes,Yes,CCPL0001gm,1,0,0,0,0,0,0
"[6, 6, 12]",-0.222222222,1,1,1,1,1,1,DIFFICULT,EASY,EASY,EASY,EASY,EASY,68,24,28,31,38,31,No,Yes,No,No,Yes,Yes,CCPL0001gm,1,0,0,0,0,0,0
"[8, 8, 18]",0.3125,1,0,1,1,1,1,The video show just passed a way,The video show on Jemila not show in the video,The Jemila is very sitting on wood,Jemila is through on play relaxing the time,The video show on sitting on wood,Jemila climbing on a tree,30,33,13,72,28,50,No,No,Yes,Yes,Yes,No,CCPL0001gn,1,0,0,0,0,0,0
"[8, 8, 18]",-0.222222222,1,1,1,1,1,1,I feel easy,I feel easy,easy,easy,easy,easy,15,23,11,8,30,22,No,No,Yes,Yes,Yes,No,CCPL0001gn,1,0,0,0,0,0,0
"[8, 8, 18]",-0.571428571,1,1,1,0,0,1,Jamila is identify the video,it is difficult in video,Jamila present is difficult,easy to present identify,Jamila is Cleary indent,Jamila  is clearly identify,36,81,82,19,7,15,No,No,Yes,Yes,Yes,No,CCPL0001gn,1,0,0,0,0,0,0
"[8, 9, 18]",-0.222222222,1,1,1,1,1,1,na,na,na,na,na,na,50,69,75,50,68,50,Yes,Yes,No,No,No,Yes,CCPL0001hs,1,0,0,0,1,0,0
"[8, 9, 18]",-0.222222222,1,1,1,1,1,1,yes,yes,good,yes,yes,yes,71,70,61,68,70,73,Yes,Yes,No,No,No,Yes,CCPL0001hs,1,0,0,0,1,0,0
"[8, 9, 18]",0.057142857,1,0,0,0,1,0,The activities they are doing,The light of the video,The lighting of the video,Marygold was just two but now I see 3 monkeys,they were walking,they were walking,6,8,8,100,6,5,Yes,Yes,No,No,No,Yes,CCPL0001hs,1,0,0,0,1,0,0
"[8, 8, 18]",0.057142857,1,1,0,1,0,1,"Because, i clearly identify the video to penny",capture the penny in the video,this is not a penny,video capture the penny,not a penny,because camera capture the penny,27,16,25,29,26,20,No,Yes,Yes,Yes,No,No,CCPL0001ht,1,0,0,0,0,0,0
"[8, 8, 18]",0.057142857,1,1,1,0,1,0,easy,easy,easy,easy,easy,easy,1,1,1,50,50,50,No,Yes,Yes,Yes,No,No,CCPL0001ht,1,0,0,0,0,0,0
"[8, 8, 18]",-0.375,1,1,0,1,1,1,Penny this clearly identify in the video,Penny this clearly identify in the video,Penny is clearly identify in the video,Penny is clearly identify in the video,the penny clearly presented,penny clearly identify in the video,28,9,30,36,38,50,No,Yes,Yes,Yes,No,No,CCPL0001ht,1,0,0,0,0,0,0
"[6, 6, 12]",-0.222222222,1,1,1,1,1,1,EASY,EASY,EASY,DIFFICULT,DIFFICULT,EASY,37,46,50,50,50,50,Yes,Yes,No,Yes,No,No,CCPL0001i9,1,0,0,0,0,0,0
"[6, 6, 12]",-0.222222222,1,1,1,1,1,1,It is diffucult,It is difficult,Difficult,it is difficult,It is difficult,difficult,72,20,66,63,65,50,Yes,Yes,No,Yes,No,No,CCPL0001i9,1,0,0,0,0,0,0
"[4, 7, 12]",-0.571428571,1,1,1,1,1,1,difficult,easy,difficult,difficult,easy,difficult,70,13,76,65,18,71,No,No,No,No,No,Yes,CCPL0001is,1,1,1,0,1,0,0
